"""siteid""","""sitename""","""itemid""","""itemname""","""itemengname""","""itemunit""","""monitordate""","""concentration"""
5,土城,6,一氧化氮,NO,ppb,2023-09-12,2.2
5,土城,5,氮氧化物,NOx,ppb,2023-09-12,14.1
5,土城,4,懸浮微粒,PM10,μg/m3,2023-09-12,25
5,土城,3,臭氧,O3,ppb,2023-09-12,34.7
5,土城,2,一氧化碳,CO,ppm,2023-09-12,0.28
5,土城,1,二氧化硫,SO2,ppb,2023-09-12,1.6
4,新店,143,小時風速值,WS_HR,m/sec,2023-09-12,1
4,新店,38,相對濕度,RH,%,2023-09-12,72
4,新店,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,10.4
4,新店,14,溫度,AMB_TEMP,℃,2023-09-12,29
4,新店,10,風速,WIND_SPEED,m/sec,2023-09-12,1.5
4,新店,7,二氧化氮,NO2,ppb,2023-09-12,9.7
4,新店,6,一氧化氮,NO,ppb,2023-09-12,1.7
67,三重,7,二氧化氮,NO2,ppb,2023-09-12,28.9
67,三重,8,總碳氫化物,THC,ppm,2023-09-12,2.41
67,三重,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.23
67,三重,14,溫度,AMB_TEMP,℃,2023-09-12,30
67,三重,31,甲烷,CH4,ppm,2023-09-12,2.17
67,三重,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,13.3
67,三重,38,相對濕度,RH,%,2023-09-12,59
68,中壢,1,二氧化硫,SO2,ppb,2023-09-12,2.3
68,中壢,2,一氧化碳,CO,ppm,2023-09-12,0.94
68,中壢,3,臭氧,O3,ppb,2023-09-12,22.7
68,中壢,4,懸浮微粒,PM10,μg/m3,2023-09-12,32
68,中壢,5,氮氧化物,NOx,ppb,2023-09-12,47.2
68,中壢,6,一氧化氮,NO,ppb,2023-09-12,20.7
68,中壢,7,二氧化氮,NO2,ppb,2023-09-12,26.5
68,中壢,8,總碳氫化物,THC,ppm,2023-09-12,2.38
68,中壢,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.28
68,中壢,10,風速,WIND_SPEED,m/sec,2023-09-12,0.6
68,中壢,14,溫度,AMB_TEMP,℃,2023-09-12,28.5
68,中壢,31,甲烷,CH4,ppm,2023-09-12,2.09
68,中壢,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,20
68,中壢,38,相對濕度,RH,%,2023-09-12,70
68,中壢,143,小時風速值,WS_HR,m/sec,2023-09-12,0.2
69,竹山,1,二氧化硫,SO2,ppb,2023-09-12,1.2
69,竹山,2,一氧化碳,CO,ppm,2023-09-12,0.15
69,竹山,3,臭氧,O3,ppb,2023-09-12,38.3
69,竹山,4,懸浮微粒,PM10,μg/m3,2023-09-12,31
69,竹山,5,氮氧化物,NOx,ppb,2023-09-12,4.5
69,竹山,6,一氧化氮,NO,ppb,2023-09-12,0.6
69,竹山,7,二氧化氮,NO2,ppb,2023-09-12,3.8
69,竹山,8,總碳氫化物,THC,ppm,2023-09-12,2.04
69,竹山,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.01
69,竹山,10,風速,WIND_SPEED,m/sec,2023-09-12,1.2
69,竹山,14,溫度,AMB_TEMP,℃,2023-09-12,27.4
69,竹山,31,甲烷,CH4,ppm,2023-09-12,2.04
69,竹山,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,19.7
69,竹山,38,相對濕度,RH,%,2023-09-12,86
69,竹山,143,小時風速值,WS_HR,m/sec,2023-09-12,0.8
70,永和,1,二氧化硫,SO2,ppb,2023-09-12,1.2
70,永和,2,一氧化碳,CO,ppm,2023-09-12,0.45
70,永和,3,臭氧,O3,ppb,2023-09-12,22.5
70,永和,4,懸浮微粒,PM10,μg/m3,2023-09-12,19
70,永和,5,氮氧化物,NOx,ppb,2023-09-12,20.2
70,永和,6,一氧化氮,NO,ppb,2023-09-12,6
70,永和,7,二氧化氮,NO2,ppb,2023-09-12,14.1
70,永和,8,總碳氫化物,THC,ppm,2023-09-12,2.13
70,永和,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.11
70,永和,10,風速,WIND_SPEED,m/sec,2023-09-12,1.3
70,永和,14,溫度,AMB_TEMP,℃,2023-09-12,29.4
70,永和,31,甲烷,CH4,ppm,2023-09-12,2.02
70,永和,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,13.3
70,永和,38,相對濕度,RH,%,2023-09-12,58
70,永和,143,小時風速值,WS_HR,m/sec,2023-09-12,1
71,復興,1,二氧化硫,SO2,ppb,2023-09-12,1.4
71,復興,2,一氧化碳,CO,ppm,2023-09-12,0.31
71,復興,4,懸浮微粒,PM10,μg/m3,2023-09-12,14
71,復興,5,氮氧化物,NOx,ppb,2023-09-12,10.8
71,復興,6,一氧化氮,NO,ppb,2023-09-12,2.2
71,復興,7,二氧化氮,NO2,ppb,2023-09-12,8.4
71,復興,8,總碳氫化物,THC,ppm,2023-09-12,2.17
71,復興,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.07
71,復興,10,風速,WIND_SPEED,m/sec,2023-09-12,0.9
71,復興,14,溫度,AMB_TEMP,℃,2023-09-12,28.5
71,復興,31,甲烷,CH4,ppm,2023-09-12,2.1
71,復興,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,7.5
71,復興,38,相對濕度,RH,%,2023-09-12,79
71,復興,143,小時風速值,WS_HR,m/sec,2023-09-12,0.6
72,埔里,1,二氧化硫,SO2,ppb,2023-09-12,1.1
72,埔里,2,一氧化碳,CO,ppm,2023-09-12,0.23
72,埔里,3,臭氧,O3,ppb,2023-09-12,38.7
72,埔里,4,懸浮微粒,PM10,μg/m3,2023-09-12,29
72,埔里,5,氮氧化物,NOx,ppb,2023-09-12,4.5
72,埔里,6,一氧化氮,NO,ppb,2023-09-12,1.1
72,埔里,7,二氧化氮,NO2,ppb,2023-09-12,3.3
72,埔里,8,總碳氫化物,THC,ppm,2023-09-12,2.15
72,埔里,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.05
72,埔里,10,風速,WIND_SPEED,m/sec,2023-09-12,1.8
72,埔里,14,溫度,AMB_TEMP,℃,2023-09-12,26.6
72,埔里,31,甲烷,CH4,ppm,2023-09-12,2.1
72,埔里,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,17.6
72,埔里,38,相對濕度,RH,%,2023-09-12,77
72,埔里,143,小時風速值,WS_HR,m/sec,2023-09-12,1.5
75,馬祖,1,二氧化硫,SO2,ppb,2023-09-12,0.8
75,馬祖,2,一氧化碳,CO,ppm,2023-09-12,0.1
75,馬祖,3,臭氧,O3,ppb,2023-09-12,36.8
75,馬祖,4,懸浮微粒,PM10,μg/m3,2023-09-12,13
75,馬祖,5,氮氧化物,NOx,ppb,2023-09-12,2.7
75,馬祖,6,一氧化氮,NO,ppb,2023-09-12,0.4
75,馬祖,7,二氧化氮,NO2,ppb,2023-09-12,2.2
75,馬祖,8,總碳氫化物,THC,ppm,2023-09-12,1.94
75,馬祖,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0
75,馬祖,10,風速,WIND_SPEED,m/sec,2023-09-12,0.8
75,馬祖,14,溫度,AMB_TEMP,℃,2023-09-12,28.2
75,馬祖,31,甲烷,CH4,ppm,2023-09-12,1.96
75,馬祖,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,6.6
75,馬祖,38,相對濕度,RH,%,2023-09-12,75
75,馬祖,143,小時風速值,WS_HR,m/sec,2023-09-12,0.6
77,金門,1,二氧化硫,SO2,ppb,2023-09-12,1
77,金門,2,一氧化碳,CO,ppm,2023-09-12,0.23
77,金門,3,臭氧,O3,ppb,2023-09-12,42.2
77,金門,4,懸浮微粒,PM10,μg/m3,2023-09-12,21
77,金門,5,氮氧化物,NOx,ppb,2023-09-12,5.7
77,金門,6,一氧化氮,NO,ppb,2023-09-12,0.6
77,金門,7,二氧化氮,NO2,ppb,2023-09-12,5.1
77,金門,8,總碳氫化物,THC,ppm,2023-09-12,2.24
77,金門,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.02
77,金門,10,風速,WIND_SPEED,m/sec,2023-09-12,0.8
77,金門,14,溫度,AMB_TEMP,℃,2023-09-12,28.3
77,金門,31,甲烷,CH4,ppm,2023-09-12,2.21
77,金門,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,11.5
77,金門,38,相對濕度,RH,%,2023-09-12,85
77,金門,143,小時風速值,WS_HR,m/sec,2023-09-12,0.6
78,馬公,1,二氧化硫,SO2,ppb,2023-09-12,0.3
78,馬公,2,一氧化碳,CO,ppm,2023-09-12,0.14
78,馬公,3,臭氧,O3,ppb,2023-09-12,39.9
78,馬公,4,懸浮微粒,PM10,μg/m3,2023-09-12,13
78,馬公,5,氮氧化物,NOx,ppb,2023-09-12,3.4
78,馬公,6,一氧化氮,NO,ppb,2023-09-12,0.7
78,馬公,7,二氧化氮,NO2,ppb,2023-09-12,2.6
78,馬公,8,總碳氫化物,THC,ppm,2023-09-12,1.92
78,馬公,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.01
78,馬公,10,風速,WIND_SPEED,m/sec,2023-09-12,0.9
78,馬公,14,溫度,AMB_TEMP,℃,2023-09-12,28.8
78,馬公,31,甲烷,CH4,ppm,2023-09-12,1.91
78,馬公,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,7.5
78,馬公,38,相對濕度,RH,%,2023-09-12,72
78,馬公,143,小時風速值,WS_HR,m/sec,2023-09-12,0.8
80,關山,1,二氧化硫,SO2,ppb,2023-09-12,0.5
80,關山,2,一氧化碳,CO,ppm,2023-09-12,0.14
80,關山,3,臭氧,O3,ppb,2023-09-12,21.1
80,關山,4,懸浮微粒,PM10,μg/m3,2023-09-12,17
80,關山,5,氮氧化物,NOx,ppb,2023-09-12,3.3
80,關山,6,一氧化氮,NO,ppb,2023-09-12,0.9
80,關山,7,二氧化氮,NO2,ppb,2023-09-12,2.3
80,關山,10,風速,WIND_SPEED,m/sec,2023-09-12,1
80,關山,14,溫度,AMB_TEMP,℃,2023-09-12,28
80,關山,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,4.7
80,關山,38,相對濕度,RH,%,2023-09-12,72
80,關山,143,小時風速值,WS_HR,m/sec,2023-09-12,0.9
83,麥寮,1,二氧化硫,SO2,ppb,2023-09-12,1.9
83,麥寮,2,一氧化碳,CO,ppm,2023-09-12,0.19
83,麥寮,3,臭氧,O3,ppb,2023-09-12,35.8
83,麥寮,4,懸浮微粒,PM10,μg/m3,2023-09-12,31
83,麥寮,5,氮氧化物,NOx,ppb,2023-09-12,8.6
83,麥寮,6,一氧化氮,NO,ppb,2023-09-12,1.5
83,麥寮,7,二氧化氮,NO2,ppb,2023-09-12,7
83,麥寮,8,總碳氫化物,THC,ppm,2023-09-12,2.56
83,麥寮,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.04
83,麥寮,10,風速,WIND_SPEED,m/sec,2023-09-12,1.1
83,麥寮,14,溫度,AMB_TEMP,℃,2023-09-12,28.4
83,麥寮,31,甲烷,CH4,ppm,2023-09-12,2.5
83,麥寮,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,16.3
83,麥寮,38,相對濕度,RH,%,2023-09-12,82
83,麥寮,143,小時風速值,WS_HR,m/sec,2023-09-12,0.9
84,富貴角,1,二氧化硫,SO2,ppb,2023-09-12,1.3
84,富貴角,2,一氧化碳,CO,ppm,2023-09-12,0.07
84,富貴角,3,臭氧,O3,ppb,2023-09-12,36.7
84,富貴角,4,懸浮微粒,PM10,μg/m3,2023-09-12,14
84,富貴角,5,氮氧化物,NOx,ppb,2023-09-12,2.1
84,富貴角,6,一氧化氮,NO,ppb,2023-09-12,0
84,富貴角,7,二氧化氮,NO2,ppb,2023-09-12,2
84,富貴角,8,總碳氫化物,THC,ppm,2023-09-12,1.94
84,富貴角,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0
84,富貴角,10,風速,WIND_SPEED,m/sec,2023-09-12,4.5
84,富貴角,14,溫度,AMB_TEMP,℃,2023-09-12,26.9
84,富貴角,31,甲烷,CH4,ppm,2023-09-12,1.93
84,富貴角,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,6.6
84,富貴角,38,相對濕度,RH,%,2023-09-12,82
84,富貴角,143,小時風速值,WS_HR,m/sec,2023-09-12,4.3
85,大城,1,二氧化硫,SO2,ppb,2023-09-12,0.9
85,大城,2,一氧化碳,CO,ppm,2023-09-12,0.11
85,大城,3,臭氧,O3,ppb,2023-09-12,35.7
85,大城,4,懸浮微粒,PM10,μg/m3,2023-09-12,24
85,大城,5,氮氧化物,NOx,ppb,2023-09-12,2.9
85,大城,6,一氧化氮,NO,ppb,2023-09-12,0.5
85,大城,7,二氧化氮,NO2,ppb,2023-09-12,2.4
85,大城,8,總碳氫化物,THC,ppm,2023-09-12,2.49
85,大城,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0
85,大城,10,風速,WIND_SPEED,m/sec,2023-09-12,1.7
85,大城,14,溫度,AMB_TEMP,℃,2023-09-12,28
85,大城,31,甲烷,CH4,ppm,2023-09-12,2.5
85,大城,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,13.2
85,大城,38,相對濕度,RH,%,2023-09-12,81
85,大城,143,小時風速值,WS_HR,m/sec,2023-09-12,0.7
13,萬華,6,一氧化氮,NO,ppb,2023-09-12,2.2
13,萬華,5,氮氧化物,NOx,ppb,2023-09-12,17
13,萬華,4,懸浮微粒,PM10,μg/m3,2023-09-12,20
13,萬華,3,臭氧,O3,ppb,2023-09-12,30.9
13,萬華,2,一氧化碳,CO,ppm,2023-09-12,0.3
13,萬華,1,二氧化硫,SO2,ppb,2023-09-12,1.1
12,中山,143,小時風速值,WS_HR,m/sec,2023-09-12,0.9
12,中山,38,相對濕度,RH,%,2023-09-12,62
12,中山,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,10.4
12,中山,31,甲烷,CH4,ppm,2023-09-12,2.09
12,中山,14,溫度,AMB_TEMP,℃,2023-09-12,29.8
12,中山,10,風速,WIND_SPEED,m/sec,2023-09-12,1.4
12,中山,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.09
12,中山,8,總碳氫化物,THC,ppm,2023-09-12,2.18
12,中山,7,二氧化氮,NO2,ppb,2023-09-12,16.8
12,中山,6,一氧化氮,NO,ppb,2023-09-12,6.6
12,中山,5,氮氧化物,NOx,ppb,2023-09-12,23.6
12,中山,4,懸浮微粒,PM10,μg/m3,2023-09-12,20
12,中山,3,臭氧,O3,ppb,2023-09-12,23.1
12,中山,2,一氧化碳,CO,ppm,2023-09-12,0.34
11,士林,10,風速,WIND_SPEED,m/sec,2023-09-12,1
11,士林,4,懸浮微粒,PM10,μg/m3,2023-09-12,16
11,士林,3,臭氧,O3,ppb,2023-09-12,33
8,菜寮,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,10.7
7,新莊,38,相對濕度,RH,%,2023-09-12,67
7,新莊,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,15.4
7,新莊,14,溫度,AMB_TEMP,℃,2023-09-12,29.1
7,新莊,10,風速,WIND_SPEED,m/sec,2023-09-12,1.5
7,新莊,7,二氧化氮,NO2,ppb,2023-09-12,13.3
4,新店,5,氮氧化物,NOx,ppb,2023-09-12,11.5
4,新店,4,懸浮微粒,PM10,μg/m3,2023-09-12,18
4,新店,3,臭氧,O3,ppb,2023-09-12,26.3
4,新店,2,一氧化碳,CO,ppm,2023-09-12,0.23
4,新店,1,二氧化硫,SO2,ppb,2023-09-12,0.9
3,萬里,143,小時風速值,WS_HR,m/sec,2023-09-12,2.9
3,萬里,38,相對濕度,RH,%,2023-09-12,79
3,萬里,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,8.2
3,萬里,32,降雨強度,RAIN_INT,㎜,2023-09-12,0
3,萬里,14,溫度,AMB_TEMP,℃,2023-09-12,26.2
3,萬里,10,風速,WIND_SPEED,m/sec,2023-09-12,3.1
3,萬里,7,二氧化氮,NO2,ppb,2023-09-12,2.9
3,萬里,6,一氧化氮,NO,ppb,2023-09-12,1.1
3,萬里,5,氮氧化物,NOx,ppb,2023-09-12,4.1
3,萬里,4,懸浮微粒,PM10,μg/m3,2023-09-12,15
3,萬里,3,臭氧,O3,ppb,2023-09-12,26.6
3,萬里,2,一氧化碳,CO,ppm,2023-09-12,0.13
3,萬里,1,二氧化硫,SO2,ppb,2023-09-12,0.8
2,汐止,143,小時風速值,WS_HR,m/sec,2023-09-12,1.2
2,汐止,38,相對濕度,RH,%,2023-09-12,73
2,汐止,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,10.7
2,汐止,14,溫度,AMB_TEMP,℃,2023-09-12,28.5
2,汐止,10,風速,WIND_SPEED,m/sec,2023-09-12,1.4
2,汐止,7,二氧化氮,NO2,ppb,2023-09-12,11.8
2,汐止,6,一氧化氮,NO,ppb,2023-09-12,3.5
2,汐止,5,氮氧化物,NOx,ppb,2023-09-12,15.4
2,汐止,4,懸浮微粒,PM10,μg/m3,2023-09-12,17
2,汐止,3,臭氧,O3,ppb,2023-09-12,21.6
2,汐止,2,一氧化碳,CO,ppm,2023-09-12,0.18
2,汐止,1,二氧化硫,SO2,ppb,2023-09-12,1.8
1,基隆,143,小時風速值,WS_HR,m/sec,2023-09-12,1.1
1,基隆,38,相對濕度,RH,%,2023-09-12,82
1,基隆,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,8.8
1,基隆,31,甲烷,CH4,ppm,2023-09-12,1.99
1,基隆,14,溫度,AMB_TEMP,℃,2023-09-12,27.5
1,基隆,10,風速,WIND_SPEED,m/sec,2023-09-12,1.2
1,基隆,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.07
1,基隆,8,總碳氫化物,THC,ppm,2023-09-12,2.06
1,基隆,7,二氧化氮,NO2,ppb,2023-09-12,7.3
1,基隆,6,一氧化氮,NO,ppb,2023-09-12,2.8
1,基隆,5,氮氧化物,NOx,ppb,2023-09-12,10.1
1,基隆,4,懸浮微粒,PM10,μg/m3,2023-09-12,14
1,基隆,3,臭氧,O3,ppb,2023-09-12,23.5
1,基隆,2,一氧化碳,CO,ppm,2023-09-12,0.22
1,基隆,1,二氧化硫,SO2,ppb,2023-09-12,0.8
36,南投,14,溫度,AMB_TEMP,℃,2023-09-12,28.2
36,南投,10,風速,WIND_SPEED,m/sec,2023-09-12,0.9
36,南投,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.04
36,南投,8,總碳氫化物,THC,ppm,2023-09-12,2.16
36,南投,7,二氧化氮,NO2,ppb,2023-09-12,5.3
36,南投,6,一氧化氮,NO,ppb,2023-09-12,1
36,南投,5,氮氧化物,NOx,ppb,2023-09-12,6.4
36,南投,4,懸浮微粒,PM10,μg/m3,2023-09-12,32
36,南投,3,臭氧,O3,ppb,2023-09-12,33.5
36,南投,2,一氧化碳,CO,ppm,2023-09-12,0.25
36,南投,1,二氧化硫,SO2,ppb,2023-09-12,1.1
35,二林,143,小時風速值,WS_HR,m/sec,2023-09-12,0.8
35,二林,38,相對濕度,RH,%,2023-09-12,86
35,二林,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,22.5
35,二林,31,甲烷,CH4,ppm,2023-09-12,2.52
35,二林,14,溫度,AMB_TEMP,℃,2023-09-12,28.5
35,二林,10,風速,WIND_SPEED,m/sec,2023-09-12,1
35,二林,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.02
35,二林,8,總碳氫化物,THC,ppm,2023-09-12,2.54
35,二林,7,二氧化氮,NO2,ppb,2023-09-12,4.7
35,二林,6,一氧化氮,NO,ppb,2023-09-12,0.5
35,二林,5,氮氧化物,NOx,ppb,2023-09-12,5.3
35,二林,4,懸浮微粒,PM10,μg/m3,2023-09-12,44
35,二林,3,臭氧,O3,ppb,2023-09-12,33.6
35,二林,2,一氧化碳,CO,ppm,2023-09-12,0.21
35,二林,1,二氧化硫,SO2,ppb,2023-09-12,1.7
34,線西,143,小時風速值,WS_HR,m/sec,2023-09-12,1.1
34,線西,38,相對濕度,RH,%,2023-09-12,79
34,線西,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,18.2
34,線西,31,甲烷,CH4,ppm,2023-09-12,2.12
34,線西,14,溫度,AMB_TEMP,℃,2023-09-12,28.2
34,線西,10,風速,WIND_SPEED,m/sec,2023-09-12,1.3
34,線西,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.08
34,線西,8,總碳氫化物,THC,ppm,2023-09-12,2.21
34,線西,7,二氧化氮,NO2,ppb,2023-09-12,6.5
34,線西,6,一氧化氮,NO,ppb,2023-09-12,1.8
34,線西,5,氮氧化物,NOx,ppb,2023-09-12,8.4
34,線西,4,懸浮微粒,PM10,μg/m3,2023-09-12,36
34,線西,3,臭氧,O3,ppb,2023-09-12,36.2
34,線西,2,一氧化碳,CO,ppm,2023-09-12,0.24
34,線西,1,二氧化硫,SO2,ppb,2023-09-12,2
33,彰化,143,小時風速值,WS_HR,m/sec,2023-09-12,0.9
33,彰化,38,相對濕度,RH,%,2023-09-12,72
33,彰化,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,23.9
64,陽明,7,二氧化氮,NO2,ppb,2023-09-12,1.8
33,彰化,31,甲烷,CH4,ppm,2023-09-12,2.18
33,彰化,14,溫度,AMB_TEMP,℃,2023-09-12,28.3
33,彰化,10,風速,WIND_SPEED,m/sec,2023-09-12,1.1
33,彰化,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.13
33,彰化,8,總碳氫化物,THC,ppm,2023-09-12,2.31
33,彰化,7,二氧化氮,NO2,ppb,2023-09-12,9.4
33,彰化,6,一氧化氮,NO,ppb,2023-09-12,1.4
33,彰化,5,氮氧化物,NOx,ppb,2023-09-12,10.8
33,彰化,4,懸浮微粒,PM10,μg/m3,2023-09-12,41
33,彰化,3,臭氧,O3,ppb,2023-09-12,37.5
33,彰化,2,一氧化碳,CO,ppm,2023-09-12,0.3
33,彰化,1,二氧化硫,SO2,ppb,2023-09-12,3.4
32,西屯,143,小時風速值,WS_HR,m/sec,2023-09-12,1
32,西屯,38,相對濕度,RH,%,2023-09-12,75
32,西屯,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,21.6
32,西屯,31,甲烷,CH4,ppm,2023-09-12,2.25
32,西屯,14,溫度,AMB_TEMP,℃,2023-09-12,28.1
32,西屯,10,風速,WIND_SPEED,m/sec,2023-09-12,1.2
32,西屯,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.1
32,西屯,8,總碳氫化物,THC,ppm,2023-09-12,2.35
32,西屯,7,二氧化氮,NO2,ppb,2023-09-12,12.7
32,西屯,6,一氧化氮,NO,ppb,2023-09-12,2.1
32,西屯,5,氮氧化物,NOx,ppb,2023-09-12,14.9
32,西屯,4,懸浮微粒,PM10,μg/m3,2023-09-12,36
32,西屯,3,臭氧,O3,ppb,2023-09-12,37.2
32,西屯,2,一氧化碳,CO,ppm,2023-09-12,0.28
32,西屯,1,二氧化硫,SO2,ppb,2023-09-12,1.8
31,忠明,143,小時風速值,WS_HR,m/sec,2023-09-12,0.8
31,忠明,38,相對濕度,RH,%,2023-09-12,71
31,忠明,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,19.7
31,忠明,31,甲烷,CH4,ppm,2023-09-12,2.17
31,忠明,14,溫度,AMB_TEMP,℃,2023-09-12,29
31,忠明,10,風速,WIND_SPEED,m/sec,2023-09-12,1.1
31,忠明,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.1
31,忠明,8,總碳氫化物,THC,ppm,2023-09-12,2.27
31,忠明,7,二氧化氮,NO2,ppb,2023-09-12,12.2
31,忠明,6,一氧化氮,NO,ppb,2023-09-12,0.6
31,忠明,5,氮氧化物,NOx,ppb,2023-09-12,12.9
31,忠明,4,懸浮微粒,PM10,μg/m3,2023-09-12,33
31,忠明,3,臭氧,O3,ppb,2023-09-12,37.3
31,忠明,2,一氧化碳,CO,ppm,2023-09-12,0.33
31,忠明,1,二氧化硫,SO2,ppb,2023-09-12,2
30,大里,143,小時風速值,WS_HR,m/sec,2023-09-12,1.2
30,大里,38,相對濕度,RH,%,2023-09-12,73
30,大里,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,17.9
30,大里,31,甲烷,CH4,ppm,2023-09-12,2.34
30,大里,14,溫度,AMB_TEMP,℃,2023-09-12,28.3
30,大里,10,風速,WIND_SPEED,m/sec,2023-09-12,1.6
30,大里,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.12
30,大里,8,總碳氫化物,THC,ppm,2023-09-12,2.47
30,大里,7,二氧化氮,NO2,ppb,2023-09-12,10.8
30,大里,6,一氧化氮,NO,ppb,2023-09-12,1.1
30,大里,5,氮氧化物,NOx,ppb,2023-09-12,12.1
30,大里,4,懸浮微粒,PM10,μg/m3,2023-09-12,31
30,大里,3,臭氧,O3,ppb,2023-09-12,36.4
30,大里,2,一氧化碳,CO,ppm,2023-09-12,0.33
30,大里,1,二氧化硫,SO2,ppb,2023-09-12,1.7
29,沙鹿,143,小時風速值,WS_HR,m/sec,2023-09-12,0.9
29,沙鹿,38,相對濕度,RH,%,2023-09-12,67
29,沙鹿,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,17.4
29,沙鹿,14,溫度,AMB_TEMP,℃,2023-09-12,28.2
29,沙鹿,10,風速,WIND_SPEED,m/sec,2023-09-12,1.4
29,沙鹿,7,二氧化氮,NO2,ppb,2023-09-12,14.8
29,沙鹿,6,一氧化氮,NO,ppb,2023-09-12,2.4
29,沙鹿,5,氮氧化物,NOx,ppb,2023-09-12,17.2
29,沙鹿,4,懸浮微粒,PM10,μg/m3,2023-09-12,33
29,沙鹿,3,臭氧,O3,ppb,2023-09-12,31.6
29,沙鹿,2,一氧化碳,CO,ppm,2023-09-12,0.3
29,沙鹿,1,二氧化硫,SO2,ppb,2023-09-12,2.2
64,陽明,6,一氧化氮,NO,ppb,2023-09-12,0.4
64,陽明,5,氮氧化物,NOx,ppb,2023-09-12,2.2
64,陽明,4,懸浮微粒,PM10,μg/m3,2023-09-12,16
64,陽明,3,臭氧,O3,ppb,2023-09-12,42.3
19,觀音,7,二氧化氮,NO2,ppb,2023-09-13,11.3
16,大同,10,風速,WIND_SPEED,m/sec,2023-09-13,
16,大同,14,溫度,AMB_TEMP,℃,2023-09-13,
16,大同,31,甲烷,CH4,ppm,2023-09-13,2.06
16,大同,33,細懸浮微粒,PM2.5,μg/m3,2023-09-13,20.9
16,大同,38,相對濕度,RH,%,2023-09-13,66
16,大同,143,小時風速值,WS_HR,m/sec,2023-09-13,
17,桃園,1,二氧化硫,SO2,ppb,2023-09-13,2.7
17,桃園,2,一氧化碳,CO,ppm,2023-09-13,0.38
17,桃園,3,臭氧,O3,ppb,2023-09-13,32.7
17,桃園,4,懸浮微粒,PM10,μg/m3,2023-09-13,34
17,桃園,5,氮氧化物,NOx,ppb,2023-09-13,18.4
17,桃園,6,一氧化氮,NO,ppb,2023-09-13,1.8
17,桃園,7,二氧化氮,NO2,ppb,2023-09-13,16.5
17,桃園,8,總碳氫化物,THC,ppm,2023-09-13,2.34
17,桃園,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-13,0.19
17,桃園,10,風速,WIND_SPEED,m/sec,2023-09-13,1.1
17,桃園,14,溫度,AMB_TEMP,℃,2023-09-13,28.7
17,桃園,31,甲烷,CH4,ppm,2023-09-13,2.14
17,桃園,33,細懸浮微粒,PM2.5,μg/m3,2023-09-13,21.6
17,桃園,38,相對濕度,RH,%,2023-09-13,69
17,桃園,143,小時風速值,WS_HR,m/sec,2023-09-13,0.8
